"MERITVE",OBČINE,2021 Bruto prejeti dohodek - SKUPAJ,2021 Dohodek iz dela,2021 Pokojnine,"2021 Starševska nadomestila, družinski in socialni prejemki","2021 Dohodek iz premoženja, kapitala in drugi prejemki"
"Povprečno na prebivalca, bruto (EUR)",SLOVENIJA,14663.73,10890.67,2595.60,731.81,445.64
"Povprečno na prebivalca, bruto (EUR)",Ajdovščina,14199.93,10715.01,2413.46,686.63,384.83
"Povprečno na prebivalca, bruto (EUR)",Ankaran/Ancarano,17034.03,12472.84,3370.84,641.09,549.27
"Povprečno na prebivalca, bruto (EUR)",Apače,10394.25,7362.05,2177.78,733.88,120.54
"Povprečno na prebivalca, bruto (EUR)",Beltinci,12636.22,9331.81,2396.29,802.51,105.61
"Povprečno na prebivalca, bruto (EUR)",Benedikt,13018.42,10714.30,1483.47,734.04,86.61
"Povprečno na prebivalca, bruto (EUR)",Bistrica ob Sotli,12580.65,9613.09,2093.61,z,z
"Povprečno na prebivalca, bruto (EUR)",Bled,16418.17,11616.91,3069.78,624.24,1107.24
"Povprečno na prebivalca, bruto (EUR)",Bloke,14700.43,11259.60,2626.48,z,z
"Povprečno na prebivalca, bruto (EUR)",Bohinj,15073.76,11192.85,2803.75,643.56,433.60
"Povprečno na prebivalca, bruto (EUR)",Borovnica,14420.68,11105.77,2358.11,709.55,247.24
"Povprečno na prebivalca, bruto (EUR)",Bovec,13880.08,9999.91,3074.12,525.97,280.08
"Povprečno na prebivalca, bruto (EUR)",Braslovče,15534.25,11928.27,2532.15,667.15,406.68
"Povprečno na prebivalca, bruto (EUR)",Brda,13361.95,9724.17,2821.00,558.67,258.11
"Povprečno na prebivalca, bruto (EUR)",Brezovica,15927.37,12350.95,2423.21,651.72,501.49
"Povprečno na prebivalca, bruto (EUR)",Brežice,13807.55,10188.93,2606.53,726.27,285.82
"Povprečno na prebivalca, bruto (EUR)",Cankova,11258.66,8024.49,2286.54,887.39,60.25
"Povprečno na prebivalca, bruto (EUR)",Celje,14461.54,10565.20,2702.38,827.32,366.64
"Povprečno na prebivalca, bruto (EUR)",Cerklje na Gorenjskem,15183.03,11719.73,2289.39,691.40,482.51
"Povprečno na prebivalca, bruto (EUR)",Cerknica,14769.36,11274.54,2552.76,658.85,283.21
"Povprečno na prebivalca, bruto (EUR)",Cerkno,14241.54,10494.38,2990.53,575.62,181.00
"Povprečno na prebivalca, bruto (EUR)",Cerkvenjak,13084.55,10524.26,1537.07,z,z
"Povprečno na prebivalca, bruto (EUR)",Cirkulane,13484.90,10485.16,2007.48,z,z
"Povprečno na prebivalca, bruto (EUR)",Črenšovci,12243.16,8992.21,2142.68,z,z
"Povprečno na prebivalca, bruto (EUR)",Črna na Koroškem,14399.79,9502.59,2994.19,z,z
"Povprečno na prebivalca, bruto (EUR)",Črnomelj,13222.52,9612.24,2598.33,811.10,200.84
"Povprečno na prebivalca, bruto (EUR)",Destrnik,13230.70,10395.56,1816.09,z,z
"Povprečno na prebivalca, bruto (EUR)",Divača,14228.21,10872.95,2512.74,662.30,180.23
"Povprečno na prebivalca, bruto (EUR)",Dobje,13251.75,10475.83,1986.76,736.06,53.09
"Povprečno na prebivalca, bruto (EUR)",Dobrepolje,14295.93,10756.96,2551.77,785.01,202.18
"Povprečno na prebivalca, bruto (EUR)",Dobrna,13672.27,10168.05,2351.17,z,z
"Povprečno na prebivalca, bruto (EUR)",Dobrova - Polhov Gradec,14984.30,11678.72,2260.17,639.50,405.91
"Povprečno na prebivalca, bruto (EUR)",Dobrovnik/Dobronak,12102.32,8556.11,2460.02,z,z
"Povprečno na prebivalca, bruto (EUR)",Dol pri Ljubljani,16078.14,12471.35,2429.81,672.04,504.94
"Povprečno na prebivalca, bruto (EUR)",Dolenjske Toplice,15056.62,11556.86,2539.35,633.63,326.78
"Povprečno na prebivalca, bruto (EUR)",Domžale,16008.60,12300.41,2480.60,667.91,559.68
"Povprečno na prebivalca, bruto (EUR)",Dornava,13028.78,9455.62,2092.90,z,z
"Povprečno na prebivalca, bruto (EUR)",Dravograd,14056.58,10487.86,2630.43,716.06,222.23
"Povprečno na prebivalca, bruto (EUR)",Duplek,13385.09,10411.28,2146.39,683.45,143.97
"Povprečno na prebivalca, bruto (EUR)",Gorenja vas - Poljane,13707.56,10776.60,1986.46,769.41,175.09
"Povprečno na prebivalca, bruto (EUR)",Gorišnica,13682.40,10828.84,2025.79,736.72,91.06
"Povprečno na prebivalca, bruto (EUR)",Gorje,13746.68,10128.32,2641.18,725.04,252.14
"Povprečno na prebivalca, bruto (EUR)",Gornja Radgona,11939.35,8504.17,2496.02,797.29,141.86
"Povprečno na prebivalca, bruto (EUR)",Gornji Grad,13183.11,9150.42,3049.94,z,z
"Povprečno na prebivalca, bruto (EUR)",Gornji Petrovci,11307.55,7909.35,2607.32,699.39,91.49
"Povprečno na prebivalca, bruto (EUR)",Grad,10045.91,7054.32,2220.53,685.81,85.26
"Povprečno na prebivalca, bruto (EUR)",Grosuplje,16629.28,12286.41,2297.66,z,z
"Povprečno na prebivalca, bruto (EUR)",Hajdina,13916.21,10551.68,2496.04,644.41,224.09
"Povprečno na prebivalca, bruto (EUR)",Hoče - Slivnica,14550.77,10882.12,2542.53,695.15,430.98
"Povprečno na prebivalca, bruto (EUR)",Hodoš/Hodos,9361.49,5211.33,2847.35,z,z
"Povprečno na prebivalca, bruto (EUR)",Horjul,14849.61,10889.44,2776.34,728.94,454.90
"Povprečno na prebivalca, bruto (EUR)",Hrastnik,13587.21,9485.39,3260.83,707.86,133.14
"Povprečno na prebivalca, bruto (EUR)",Hrpelje - Kozina,14516.02,11289.57,2369.91,586.91,269.64
"Povprečno na prebivalca, bruto (EUR)",Idrija,15381.55,11266.02,3030.52,646.05,438.96
"Povprečno na prebivalca, bruto (EUR)",Ig,14722.81,11178.82,2414.13,799.93,329.94
"Povprečno na prebivalca, bruto (EUR)",Ilirska Bistrica,13966.57,10344.91,2785.98,674.46,161.22
"Povprečno na prebivalca, bruto (EUR)",Ivančna Gorica,15235.81,11844.28,2088.23,z,z
"Povprečno na prebivalca, bruto (EUR)",Izola/Isola,14290.69,10101.04,2892.73,695.70,601.22
"Povprečno na prebivalca, bruto (EUR)",Jesenice,13374.29,10048.65,2527.26,652.60,145.78
"Povprečno na prebivalca, bruto (EUR)",Jezersko,16047.21,12439.71,2813.80,z,z
"Povprečno na prebivalca, bruto (EUR)",Juršinci,12024.75,9153.95,2007.11,784.44,79.25
"Povprečno na prebivalca, bruto (EUR)",Kamnik,14948.56,11285.18,2515.63,667.46,480.29
"Povprečno na prebivalca, bruto (EUR)",Kanal,13250.62,9468.61,2933.99,627.04,220.98
"Povprečno na prebivalca, bruto (EUR)",Kidričevo,13767.15,10594.74,2289.02,738.28,145.12
"Povprečno na prebivalca, bruto (EUR)",Kobarid,13554.57,9870.10,2875.34,591.58,217.55
"Povprečno na prebivalca, bruto (EUR)",Kobilje,12285.04,9269.30,2292.30,z,z
"Povprečno na prebivalca, bruto (EUR)",Kočevje,13366.49,9504.03,2702.31,943.83,216.32
"Povprečno na prebivalca, bruto (EUR)",Komen,14188.13,10465.01,2839.67,537.40,346.05
"Povprečno na prebivalca, bruto (EUR)",Komenda,16401.22,12769.75,1977.34,z,z
"Povprečno na prebivalca, bruto (EUR)",Koper/Capodistria,14613.43,10874.27,2572.83,679.92,486.41
"Povprečno na prebivalca, bruto (EUR)",Kostanjevica na Krki,15001.07,11723.98,2364.55,z,z
"Povprečno na prebivalca, bruto (EUR)",Kostel,14229.48,9941.08,3470.14,z,z
"Povprečno na prebivalca, bruto (EUR)",Kozje,12239.23,9065.23,2288.76,801.10,84.15
"Povprečno na prebivalca, bruto (EUR)",Kranj,15061.86,11394.42,2598.94,683.63,384.88
"Povprečno na prebivalca, bruto (EUR)",Kranjska Gora,21234.59,15270.84,3192.22,574.91,2196.63
"Povprečno na prebivalca, bruto (EUR)",Križevci,13035.10,9427.58,2418.50,z,z
"Povprečno na prebivalca, bruto (EUR)",Krško,14367.01,10774.86,2497.47,783.32,311.37
"Povprečno na prebivalca, bruto (EUR)",Kungota,13182.89,9949.26,2238.28,z,z
"Povprečno na prebivalca, bruto (EUR)",Kuzma,8968.90,5699.82,2354.70,819.90,94.49
"Povprečno na prebivalca, bruto (EUR)",Laško,13479.24,9722.82,2796.26,735.93,224.22
"Povprečno na prebivalca, bruto (EUR)",Lenart,13702.82,10268.66,2402.71,866.22,165.24
"Povprečno na prebivalca, bruto (EUR)",Lendava/Lendva,12861.27,8891.00,2911.95,852.56,205.75
"Povprečno na prebivalca, bruto (EUR)",Litija,14311.62,10977.03,2434.34,689.31,210.94
"Povprečno na prebivalca, bruto (EUR)",Ljubljana,16410.06,12078.74,2706.48,747.26,877.57
"Povprečno na prebivalca, bruto (EUR)",Ljubno,12593.57,9365.88,2304.65,776.47,146.56
"Povprečno na prebivalca, bruto (EUR)",Ljutomer,12625.22,9078.54,2573.55,794.21,178.92
"Povprečno na prebivalca, bruto (EUR)",Log - Dragomer,17114.11,12449.36,3373.67,602.97,688.11
"Povprečno na prebivalca, bruto (EUR)",Logatec,15092.77,11896.53,2188.81,715.77,291.66
"Povprečno na prebivalca, bruto (EUR)",Loška dolina,13086.14,9385.19,2859.02,z,z
"Povprečno na prebivalca, bruto (EUR)",Loški Potok,13268.27,9760.71,2771.62,653.64,82.31
"Povprečno na prebivalca, bruto (EUR)",Lovrenc na Pohorju,13619.75,10238.02,2618.62,693.15,69.95
"Povprečno na prebivalca, bruto (EUR)",Luče,11600.82,8538.27,2183.66,792.90,86.00
"Povprečno na prebivalca, bruto (EUR)",Lukovica,14344.61,11320.67,2052.22,739.44,232.28
"Povprečno na prebivalca, bruto (EUR)",Majšperk,13378.48,10097.02,2267.09,z,z
"Povprečno na prebivalca, bruto (EUR)",Makole,13089.94,9929.01,2282.82,772.02,106.09
"Povprečno na prebivalca, bruto (EUR)",Maribor,13888.43,9985.64,2728.20,789.67,384.92
"Povprečno na prebivalca, bruto (EUR)",Markovci,13681.36,10944.75,1970.43,658.52,107.67
"Povprečno na prebivalca, bruto (EUR)",Medvode,16249.51,12179.70,2772.82,685.51,611.48
"Povprečno na prebivalca, bruto (EUR)",Mengeš,15892.46,12015.51,2502.32,755.38,619.25
"Povprečno na prebivalca, bruto (EUR)",Metlika,13338.85,9605.77,2537.73,877.21,318.15
"Povprečno na prebivalca, bruto (EUR)",Mežica,16830.20,10604.48,3000.80,z,z
"Povprečno na prebivalca, bruto (EUR)",Miklavž na Dravskem polju,14224.74,10939.03,2447.69,607.49,230.52
"Povprečno na prebivalca, bruto (EUR)",Miren - Kostanjevica,13894.12,10297.57,2747.13,578.90,270.52
"Povprečno na prebivalca, bruto (EUR)",Mirna,16139.03,12168.20,2375.66,z,z
"Povprečno na prebivalca, bruto (EUR)",Mirna Peč,14941.60,11595.92,2325.73,696.54,323.41
"Povprečno na prebivalca, bruto (EUR)",Mislinja,14517.85,10848.06,2669.53,z,z
"Povprečno na prebivalca, bruto (EUR)",Mokronog - Trebelno,14299.83,11013.06,2188.67,783.52,314.57
"Povprečno na prebivalca, bruto (EUR)",Moravče,14362.09,11491.73,2030.10,680.93,159.33
"Povprečno na prebivalca, bruto (EUR)",Moravske Toplice,12785.76,9223.66,2629.23,z,z
"Povprečno na prebivalca, bruto (EUR)",Mozirje,14304.78,10673.38,2548.09,784.03,299.27
"Povprečno na prebivalca, bruto (EUR)",Murska Sobota,14136.81,9415.89,3243.96,z,z
"Povprečno na prebivalca, bruto (EUR)",Muta,14046.81,10773.57,2441.21,667.29,164.74
"Povprečno na prebivalca, bruto (EUR)",Naklo,15487.94,11405.77,2680.61,z,z
"Povprečno na prebivalca, bruto (EUR)",Nazarje,13658.29,10521.11,2177.69,z,z
"Povprečno na prebivalca, bruto (EUR)",Nova Gorica,14189.22,10129.47,3086.29,602.84,370.63
"Povprečno na prebivalca, bruto (EUR)",Novo mesto,16284.03,12333.88,2592.62,768.68,588.85
"Povprečno na prebivalca, bruto (EUR)",Odranci,12006.00,9258.74,2075.65,627.34,44.27
"Povprečno na prebivalca, bruto (EUR)",Oplotnica,13574.29,10521.70,2088.43,z,z
"Povprečno na prebivalca, bruto (EUR)",Ormož,13067.01,9687.03,2440.82,824.50,114.67
"Povprečno na prebivalca, bruto (EUR)",Osilnica,11361.81,6444.19,3664.41,z,z
"Povprečno na prebivalca, bruto (EUR)",Pesnica,13504.19,10146.96,2383.55,711.01,262.67
"Povprečno na prebivalca, bruto (EUR)",Piran/Pirano,14417.49,9913.99,2981.98,709.72,811.80
"Povprečno na prebivalca, bruto (EUR)",Pivka,14085.68,10749.06,2525.64,653.29,157.69
"Povprečno na prebivalca, bruto (EUR)",Podčetrtek,12597.66,9399.14,2195.26,808.40,194.86
"Povprečno na prebivalca, bruto (EUR)",Podlehnik,12829.03,9744.54,2207.10,828.86,48.53
"Povprečno na prebivalca, bruto (EUR)",Podvelka,12068.32,8887.75,2331.72,776.68,72.17
"Povprečno na prebivalca, bruto (EUR)",Poljčane,13197.14,9606.12,2641.09,821.18,128.75
"Povprečno na prebivalca, bruto (EUR)",Polzela,14919.40,11278.43,2615.63,785.55,239.78
"Povprečno na prebivalca, bruto (EUR)",Postojna,14668.00,11204.01,2443.66,707.60,312.74
"Povprečno na prebivalca, bruto (EUR)",Prebold,14780.06,10969.71,2699.52,z,z
"Povprečno na prebivalca, bruto (EUR)",Preddvor,15595.43,11799.09,2620.37,z,z
"Povprečno na prebivalca, bruto (EUR)",Prevalje,14577.34,10647.50,2839.06,733.21,357.57
"Povprečno na prebivalca, bruto (EUR)",Ptuj,14534.91,10805.00,2656.30,742.03,331.57
"Povprečno na prebivalca, bruto (EUR)",Puconci,12061.66,8623.75,2459.50,892.63,85.79
"Povprečno na prebivalca, bruto (EUR)",Rače - Fram,14696.48,11441.43,2321.79,727.50,205.75
"Povprečno na prebivalca, bruto (EUR)",Radeče,14096.79,10426.50,2886.45,655.67,128.17
"Povprečno na prebivalca, bruto (EUR)",Radenci,13160.73,8916.04,3289.20,z,z
"Povprečno na prebivalca, bruto (EUR)",Radlje ob Dravi,13455.47,10041.39,2531.64,743.28,139.16
"Povprečno na prebivalca, bruto (EUR)",Radovljica,15274.88,11197.01,2861.52,704.54,511.81
"Povprečno na prebivalca, bruto (EUR)",Ravne na Koroškem,14640.20,11014.95,2808.72,652.98,163.56
"Povprečno na prebivalca, bruto (EUR)",Razkrižje,11923.81,8716.59,2181.93,z,z
"Povprečno na prebivalca, bruto (EUR)",Rečica ob Savinji,13654.54,10465.37,2329.12,764.50,95.56
"Povprečno na prebivalca, bruto (EUR)",Renče - Vogrsko,13909.89,10032.92,3085.40,568.85,222.73
"Povprečno na prebivalca, bruto (EUR)",Ribnica,14670.94,10964.40,2400.22,z,z
"Povprečno na prebivalca, bruto (EUR)",Ribnica na Pohorju,12369.89,9274.99,2218.48,z,z
"Povprečno na prebivalca, bruto (EUR)",Rogaška Slatina,12978.32,9664.63,2379.01,744.14,190.54
"Povprečno na prebivalca, bruto (EUR)",Rogašovci,9299.32,6161.73,2085.25,1003.30,49.05
"Povprečno na prebivalca, bruto (EUR)",Rogatec,12120.60,9223.83,2021.40,809.79,65.58
"Povprečno na prebivalca, bruto (EUR)",Ruše,14082.73,10334.52,2754.74,713.24,280.22
"Povprečno na prebivalca, bruto (EUR)",Selnica ob Dravi,14546.12,10314.46,2563.24,z,z
"Povprečno na prebivalca, bruto (EUR)",Semič,13729.27,9917.65,2610.62,z,z
"Povprečno na prebivalca, bruto (EUR)",Sevnica,14268.87,10539.76,2708.23,820.10,200.78
"Povprečno na prebivalca, bruto (EUR)",Sežana,13676.87,9703.84,2873.03,660.02,439.97
"Povprečno na prebivalca, bruto (EUR)",Slovenj Gradec,14741.10,11068.41,2671.88,724.94,275.87
"Povprečno na prebivalca, bruto (EUR)",Slovenska Bistrica,14462.85,10991.17,2281.31,767.18,423.19
"Povprečno na prebivalca, bruto (EUR)",Slovenske Konjice,13906.90,10645.16,2196.24,784.55,280.96
"Povprečno na prebivalca, bruto (EUR)",Sodražica,13462.61,10134.08,2381.75,710.15,236.63
"Povprečno na prebivalca, bruto (EUR)",Solčava,11037.21,7667.42,2607.95,z,z
"Povprečno na prebivalca, bruto (EUR)",Središče ob Dravi,12600.24,8950.10,2630.23,852.73,167.18
"Povprečno na prebivalca, bruto (EUR)",Starše,13907.49,10651.85,2385.61,709.61,160.42
"Povprečno na prebivalca, bruto (EUR)",Straža,15246.74,11663.75,2629.39,608.30,345.30
"Povprečno na prebivalca, bruto (EUR)",Sveta Ana,12267.25,9604.92,1749.93,z,z
"Povprečno na prebivalca, bruto (EUR)",Sveta Trojica v Slov. goricah,13581.34,10969.55,1946.66,581.65,83.47
"Povprečno na prebivalca, bruto (EUR)",Sveti Andraž v Slov. goricah,12630.98,10341.61,1286.02,z,z
"Povprečno na prebivalca, bruto (EUR)",Sveti Jurij ob Ščavnici,11757.86,8888.05,1865.51,941.75,62.54
"Povprečno na prebivalca, bruto (EUR)",Sveti Jurij v Slov. goricah,12489.04,9893.85,1794.00,727.32,73.87
"Povprečno na prebivalca, bruto (EUR)",Sveti Tomaž,12478.30,9419.80,2069.00,945.56,43.93
"Povprečno na prebivalca, bruto (EUR)",Šalovci,11710.08,8191.51,2811.48,641.62,65.48
"Povprečno na prebivalca, bruto (EUR)",Šempeter - Vrtojba,14825.89,10501.16,3340.72,504.51,479.50
"Povprečno na prebivalca, bruto (EUR)",Šenčur,15769.20,11891.15,2364.84,670.76,842.45
"Povprečno na prebivalca, bruto (EUR)",Šentilj,13022.95,9781.05,2424.17,729.38,88.36
"Povprečno na prebivalca, bruto (EUR)",Šentjernej,14788.93,11590.74,2138.02,795.77,264.40
"Povprečno na prebivalca, bruto (EUR)",Šentjur,13879.70,10563.52,2342.02,788.08,186.07
"Povprečno na prebivalca, bruto (EUR)",Šentrupert,13000.37,9953.11,2018.88,z,z
"Povprečno na prebivalca, bruto (EUR)",Škocjan,13802.10,10720.03,1928.04,945.84,208.19
"Povprečno na prebivalca, bruto (EUR)",Škofja Loka,16082.80,11756.99,2582.56,z,z
"Povprečno na prebivalca, bruto (EUR)",Škofljica,16666.21,12904.99,2346.88,708.20,706.14
"Povprečno na prebivalca, bruto (EUR)",Šmarje pri Jelšah,13043.07,9831.65,2230.87,880.93,99.62
"Povprečno na prebivalca, bruto (EUR)",Šmarješke Toplice,16256.22,12514.22,2623.01,684.32,434.67
"Povprečno na prebivalca, bruto (EUR)",Šmartno ob Paki,14782.16,11275.46,2659.93,727.22,119.55
"Povprečno na prebivalca, bruto (EUR)",Šmartno pri Litiji,13517.13,10148.67,2446.14,788.64,133.68
"Povprečno na prebivalca, bruto (EUR)",Šoštanj,14037.66,10445.01,2666.17,785.90,140.58
"Povprečno na prebivalca, bruto (EUR)",Štore,13228.34,9603.54,2695.34,783.57,145.88
"Povprečno na prebivalca, bruto (EUR)",Tabor,14189.36,11504.75,1863.66,708.39,112.56
"Povprečno na prebivalca, bruto (EUR)",Tišina,12231.49,8716.90,2471.69,z,z
"Povprečno na prebivalca, bruto (EUR)",Tolmin,13871.00,9727.51,3041.02,659.66,442.82
"Povprečno na prebivalca, bruto (EUR)",Trbovlje,13982.02,9756.41,3224.96,765.75,234.90
"Povprečno na prebivalca, bruto (EUR)",Trebnje,15339.39,12122.27,2105.11,749.40,362.61
"Povprečno na prebivalca, bruto (EUR)",Trnovska vas,12168.47,9806.86,1555.74,764.22,41.65
"Povprečno na prebivalca, bruto (EUR)",Trzin,17926.83,12653.94,3350.15,599.86,1322.88
"Povprečno na prebivalca, bruto (EUR)",Tržič,14526.77,10696.60,2808.03,635.47,386.67
"Povprečno na prebivalca, bruto (EUR)",Turnišče,12753.37,9716.22,2257.97,697.92,81.26
"Povprečno na prebivalca, bruto (EUR)",Velenje,14302.85,10436.14,2951.50,739.39,175.82
"Povprečno na prebivalca, bruto (EUR)",Velika Polana,12716.00,9593.66,2406.90,641.97,73.46
"Povprečno na prebivalca, bruto (EUR)",Velike Lašče,14887.30,11289.80,2513.21,z,z
"Povprečno na prebivalca, bruto (EUR)",Veržej,13195.89,9466.20,2772.10,z,z
"Povprečno na prebivalca, bruto (EUR)",Videm,13390.33,10418.22,2069.22,z,z
"Povprečno na prebivalca, bruto (EUR)",Vipava,13936.29,10447.89,2391.04,793.87,303.50
"Povprečno na prebivalca, bruto (EUR)",Vitanje,13049.29,10077.76,2048.46,782.90,140.17
"Povprečno na prebivalca, bruto (EUR)",Vodice,16626.15,13469.44,2124.86,617.36,414.50
"Povprečno na prebivalca, bruto (EUR)",Vojnik,13968.89,10543.14,2460.82,786.59,178.34
"Povprečno na prebivalca, bruto (EUR)",Vransko,13840.43,10661.32,2192.95,z,z
"Povprečno na prebivalca, bruto (EUR)",Vrhnika,15360.71,11732.16,2516.77,669.68,442.10
"Povprečno na prebivalca, bruto (EUR)",Vuzenica,13822.39,10541.60,2397.29,z,z
"Povprečno na prebivalca, bruto (EUR)",Zagorje ob Savi,14434.66,10784.59,2755.03,739.55,155.50
"Povprečno na prebivalca, bruto (EUR)",Zavrč,13539.69,10851.74,1753.30,z,z
"Povprečno na prebivalca, bruto (EUR)",Zreče,14229.23,10934.27,2252.28,786.03,256.66
"Povprečno na prebivalca, bruto (EUR)",Žalec,14066.41,10276.11,2750.51,740.11,299.67
"Povprečno na prebivalca, bruto (EUR)",Železniki,14916.99,11731.79,2253.89,665.20,266.11
"Povprečno na prebivalca, bruto (EUR)",Žetale,12894.53,10060.57,1868.31,886.72,78.94
"Povprečno na prebivalca, bruto (EUR)",Žiri,14721.15,11324.83,2425.52,z,z
"Povprečno na prebivalca, bruto (EUR)",Žirovnica,16287.48,12407.89,2971.67,566.60,341.33
"Povprečno na prebivalca, bruto (EUR)",Žužemberk,14234.04,11292.33,2041.16,713.84,186.70
"Povprečno na prejemnika dohodka, bruto (EUR)",SLOVENIJA,18131.51,19870.06,9076.68,2520.22,2540.58
"Povprečno na prejemnika dohodka, bruto (EUR)",Ajdovščina,17826.27,19300.13,8790.66,2551.37,2772.53
"Povprečno na prejemnika dohodka, bruto (EUR)",Ankaran/Ancarano,20433.37,22516.97,10536.29,2507.80,2455.90
"Povprečno na prejemnika dohodka, bruto (EUR)",Apače,14150.83,16781.70,7751.94,2466.63,1433.43
"Povprečno na prejemnika dohodka, bruto (EUR)",Beltinci,15696.49,17250.23,7843.12,2559.43,926.07
"Povprečno na prejemnika dohodka, bruto (EUR)",Benedikt,16839.24,18200.75,7213.10,2429.30,1156.34
"Povprečno na prejemnika dohodka, bruto (EUR)",Bistrica ob Sotli,15495.27,16053.26,7052.98,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Bled,20069.62,20902.83,10203.75,2548.22,4252.61
"Povprečno na prejemnika dohodka, bruto (EUR)",Bloke,17943.66,17447.50,8612.29,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Bohinj,18289.58,18372.08,9455.79,2422.31,2105.24
"Povprečno na prejemnika dohodka, bruto (EUR)",Borovnica,18298.60,19902.68,9111.58,2524.60,1467.15
"Povprečno na prejemnika dohodka, bruto (EUR)",Bovec,16727.68,17299.80,9242.72,2370.95,1410.52
"Povprečno na prejemnika dohodka, bruto (EUR)",Braslovče,19468.35,21581.05,8852.39,2389.71,3343.29
"Povprečno na prejemnika dohodka, bruto (EUR)",Brda,16745.55,17034.68,8955.96,2293.33,1702.08
"Povprečno na prejemnika dohodka, bruto (EUR)",Brezovica,20211.44,22042.62,9808.33,2352.75,2585.57
"Povprečno na prejemnika dohodka, bruto (EUR)",Brežice,17158.23,18447.57,8488.72,2484.10,1669.02
"Povprečno na prejemnika dohodka, bruto (EUR)",Cankova,14565.10,15565.90,7592.70,2833.13,506.27
"Povprečno na prejemnika dohodka, bruto (EUR)",Celje,17631.95,19996.24,9265.97,2682.55,2448.14
"Povprečno na prejemnika dohodka, bruto (EUR)",Cerklje na Gorenjskem,18969.18,20568.10,9071.46,2378.21,2511.30
"Povprečno na prejemnika dohodka, bruto (EUR)",Cerknica,18164.08,18992.96,8834.41,2366.78,1474.16
"Povprečno na prejemnika dohodka, bruto (EUR)",Cerkno,17214.05,17367.11,8816.45,2330.18,1267.78
"Povprečno na prejemnika dohodka, bruto (EUR)",Cerkvenjak,16585.95,17465.62,7171.90,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Cirkulane,16484.65,17927.96,7080.11,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Črenšovci,15501.52,17157.15,7813.31,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Črna na Koroškem,17135.21,17214.37,8101.77,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Črnomelj,16263.61,17264.54,8113.18,2790.78,1225.45
"Povprečno na prejemnika dohodka, bruto (EUR)",Destrnik,16606.20,17416.36,7376.47,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Divača,18021.30,18630.21,9054.57,2713.11,968.86
"Povprečno na prejemnika dohodka, bruto (EUR)",Dobje,16254.10,17014.20,7198.19,2215.23,595.27
"Povprečno na prejemnika dohodka, bruto (EUR)",Dobrepolje,17495.91,17932.90,8177.09,2579.62,1076.38
"Povprečno na prejemnika dohodka, bruto (EUR)",Dobrna,17105.36,17809.72,8274.50,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Dobrova - Polhov Gradec,18969.79,20200.20,9176.37,2279.07,2214.02
"Povprečno na prejemnika dohodka, bruto (EUR)",Dobrovnik/Dobronak,15269.95,16177.19,7728.86,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Dol pri Ljubljani,20437.33,22169.73,9944.84,2384.64,2413.58
"Povprečno na prejemnika dohodka, bruto (EUR)",Dolenjske Toplice,18544.33,20193.55,8501.60,2361.48,1633.33
"Povprečno na prejemnika dohodka, bruto (EUR)",Domžale,20190.60,22368.51,9809.97,2419.21,2708.35
"Povprečno na prejemnika dohodka, bruto (EUR)",Dornava,15892.79,17626.00,7698.01,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Dravograd,17121.58,19398.83,8241.09,2344.27,1899.62
"Povprečno na prejemnika dohodka, bruto (EUR)",Duplek,16639.45,19224.84,7829.91,2284.12,1669.22
"Povprečno na prejemnika dohodka, bruto (EUR)",Gorenja vas - Poljane,17749.26,18713.91,8557.08,2650.62,1060.96
"Povprečno na prejemnika dohodka, bruto (EUR)",Gorišnica,16986.16,18868.09,7899.05,2367.01,1025.80
"Povprečno na prejemnika dohodka, bruto (EUR)",Gorje,16792.10,18112.36,8885.99,2589.84,1290.35
"Povprečno na prejemnika dohodka, bruto (EUR)",Gornja Radgona,15138.06,17339.76,8025.91,2579.34,1100.99
"Povprečno na prejemnika dohodka, bruto (EUR)",Gornji Grad,15618.98,17082.57,8184.49,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Gornji Petrovci,14258.58,13541.55,7892.65,2593.67,612.87
"Povprečno na prejemnika dohodka, bruto (EUR)",Grad,13422.74,12959.09,8036.75,2591.25,837.35
"Povprečno na prejemnika dohodka, bruto (EUR)",Grosuplje,21064.81,21595.61,9575.32,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Hajdina,17219.65,19231.36,8472.52,2361.22,2046.78
"Povprečno na prejemnika dohodka, bruto (EUR)",Hoče - Slivnica,18003.03,20838.14,8779.40,2453.10,3585.66
"Povprečno na prejemnika dohodka, bruto (EUR)",Hodoš/Hodos,12278.47,12330.08,7928.76,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Horjul,18645.75,19671.66,9201.39,2484.33,2129.86
"Povprečno na prejemnika dohodka, bruto (EUR)",Hrastnik,16117.28,18809.19,8808.58,2331.68,986.09
